-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-73,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-91,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-78
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-87,-1000,-65,-1000,-1000
-1000,-69,-1000,-1000,-1000
-1000,-1000,-85,-1000,-1000
-1000,-67,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-65,-1000,-1000,-113
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-85,-1000,-1000,-1000
-1000,-1000,-1000,-153,-1000
-1000,-83,-1000,-1000,-1000
-1000,-1000,-103,-1000,-1000
-98,-1000,-1000,-1000,-1000
-1000,-80,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-99,-1000,-1000
-1000,-98,-1000,-1000,-1000
-1000,-99,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-113,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-141,-1000,-168,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-139,-137,-1000,-120
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-208,-1000,-1000,-114
-1000,-1000,-1000,-1000,-135
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-206,-141
-1000,-1000,-1000,-1000,-140
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-138
-1000,-224,-1000,-1000,-1000
-1000,-1000,-123,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-220,-1000,-1000,-130
-1000,-1000,-1000,-1000,-1000
-111,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-166
-106,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-128,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-260,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-147,-302,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-166,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-191,-1000,-1000
-162,-1000,-1000,-1000,-1000
-183,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-181,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-184,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
-176,-1000,-1000,-1000,-1000
-1000,-1000,-1000,-1000,-1000
